airline_name,overall_score,review_title,reviewer_country,review_date,aircraft_model,travel_type,seat_type,route,date_flown,seat_comfort_rating,service_rating,food_rating,entertainment_rating,groundservice_rating,wifi_rating,value_rating,recommended,year,month
singapore-airlines,10,outstanding service at the airport, Hong Kong ,2022-08-10,Boeing 737max,Business,Economy Class,Kolkata to Singapore,April 2022,5,5,5,5,5,0,5,1,2022,8
singapore-airlines,9,Very comfortable plane, Hong Kong ,2022-08-10,Boeing 777 / 737max,Business,Economy Class,Jakarta to Kolkata via Singapore,March 2022,5,5,4,5,5,0,5,1,2022,8
singapore-airlines,1,Very disappointed, United Kingdom ,2022-09-26,,Solo Leisure,Economy Class,London to Singapore,September 2022,2,2,2,1,2,0,1,0,2022,9
singapore-airlines,10,this is what a good flight should be, United Kingdom ,2022-09-25,A380-800,Solo Leisure,Business Class,New York JFK to Frankfurt,September 2022,5,5,5,5,5,5,5,1,2022,9
singapore-airlines,4,JFK check in a disaster, United Kingdom ,2022-09-19,A380-800,Solo Leisure,Economy Class,New York to Frankfurt,September 2022,5,1,5,5,4,0,4,1,2022,9
singapore-airlines,4,decline in service and product, United Kingdom ,2022-09-11,A380-800,Solo Leisure,Premium Economy,Singapore to Sydney,September 2022,1,2,1,4,2,1,2,0,2022,9
singapore-airlines,6,A pleasant experience, United Kingdom ,2022-09-10,A350-900 / A380,Solo Leisure,Economy Class,Auckland to London via Singapore,August 2022,2,5,3,3,4,4,2,0,2022,9
singapore-airlines,10,can’t say enough for their warm hospitality, United Kingdom ,2022-09-08,A350,Family Leisure,Business Class,Sydney to to Singapore,September 2022,5,5,5,5,5,5,5,1,2022,9
singapore-airlines,2,stressful end to the trip, United Kingdom ,2022-09-08,,Couple Leisure,Economy Class,Rome to Melbourne,July 2022,3,4,3,5,2,0,1,0,2022,9
singapore-airlines,2,extremely dated and old aircrafts, United Kingdom ,2022-09-06,Boeing 777-300,Couple Leisure,Economy Class,Los Angeles to Singapore,September 2022,1,4,1,1,4,1,1,0,2022,9
singapore-airlines,1,attempting to locate my luggage, United Kingdom ,2022-09-05,,Family Leisure,Premium Economy,Brisbane to Cape Town via Singapore,August 2022,1,1,0,0,2,0,1,0,2022,9
singapore-airlines,10,would always choose to fly with Singapore, United Kingdom ,2022-09-05,A350 900,Couple Leisure,Economy Class,Adelaide to Singapore,September 2022,4,5,5,5,5,0,5,1,2022,9
singapore-airlines,8,crew was very friendly and interactive, Indonesia ,2022-08-10,Boeing 777 / A350,Solo Leisure,Economy Class,Frankfurt to Jakarta via Singapore,January 2022,5,5,3,5,5,0,4,1,2022,8
singapore-airlines,4,lunch service took almost 3 hours, Indonesia ,2022-08-06,A359/Boeing787,Solo Leisure,Business Class,Istanbul to Bangkok via Singapore,August 2022,4,1,4,5,4,0,2,0,2022,8
singapore-airlines,9,it was a pleasant flight, Indonesia ,2022-08-04,A350,Solo Leisure,Business Class,Bangkok to Singapore,July 2022,5,5,5,0,5,0,5,1,2022,8
singapore-airlines,10,recommend the B737-800 Max business class, Indonesia ,2022-08-04,Boeing 737-800 Max,Solo Leisure,Business Class,Singapore to Phuket,July 2022,5,5,5,0,5,0,5,1,2022,8
singapore-airlines,5,they lost my luggage, Indonesia ,2022-07-29,,Solo Leisure,Economy Class,Brisbane to Singapore,July 2022,3,4,4,2,1,0,4,0,2022,7
singapore-airlines,4,no more gift for kids, Indonesia ,2022-07-27,,Family Leisure,Economy Class,Singapore to Ho Chi Minh City,July 2022,3,2,1,3,3,1,1,0,2022,7
singapore-airlines,8,a cheerful and engaged crew, Indonesia ,2022-07-26,A350,Solo Leisure,Economy Class,Istanbul to Auckland via Singapore,April 2022,4,4,3,5,4,0,4,1,2022,7
singapore-airlines,8,Singapore Airlines customer review, Indonesia ,2022-07-23,Boeing 777-300ER/787-10,Solo Leisure,Business Class,London to Bali via Singapore,May 2022,5,4,3,4,4,0,4,1,2022,7
singapore-airlines,1,food tray was near empty, Indonesia ,2022-07-23,A350-900,Solo Leisure,Economy Class,Melbourne to Singapore,July 2022,1,1,1,0,2,0,1,0,2022,7
singapore-airlines,4,cannot find your seat again, Indonesia ,2022-07-18,,Solo Leisure,Economy Class,Sydney to Singapore,July 2022,3,3,1,4,3,1,1,0,2022,7
singapore-airlines,10,Singapore Airlines is still the best, Netherlands ,2022-06-22,,Family Leisure,Business Class,Amsterdam to Singapore,June 2022,5,5,5,5,5,5,5,1,2022,6
singapore-airlines,4,my reserved seat was not honored, Netherlands ,2022-06-19,A350-900,Solo Leisure,Economy Class,Hanoi to San Francisco via Singapore,June 2022,2,5,1,4,5,0,4,0,2022,6
singapore-airlines,1,worst food in business class, Netherlands ,2022-06-17,A350,Business,Business Class,Singapore to Dubai,June 2022,2,1,1,0,1,1,1,0,2022,6
singapore-airlines,7,I had excellent service, Netherlands ,2022-06-14,A350ULR,Solo Leisure,Business Class,Newark to Ho Chi Minh City via Singapore,June 2022,4,5,3,4,5,4,4,1,2022,6
singapore-airlines,10,"the standard remains remarkable,", Netherlands ,2022-06-12,A350,Family Leisure,Business Class,Singapore to Sydney,May 2022,5,5,5,5,5,4,4,1,2022,6
singapore-airlines,1,flight was very disappointing, Netherlands ,2022-06-11,A380,Couple Leisure,Economy Class,London to Singapore,June 2022,2,2,1,4,2,0,3,0,2022,6
singapore-airlines,2,meals were one of the worst, Netherlands ,2022-06-08,A350,Family Leisure,Business Class,Dubai to Bangkok via Singapore,December 2021,3,3,1,3,1,3,1,0,2022,6
singapore-airlines,3,The food was only just enough, Netherlands ,2022-06-06,Boeing 737 Max8 / A380,Solo Leisure,Economy Class,Phuket to London via Singapore,May 2022,2,2,1,1,3,0,2,0,2022,6
singapore-airlines,3,No wifi all flight, Netherlands ,2022-06-06,Boeing 777-300 / A350-900,Solo Leisure,Economy Class,London to Bangkok via Singapore,April 2022,2,3,1,1,2,1,2,0,2022,6
singapore-airlines,10,definitely fly Singapore Airlines again, Netherlands ,2022-06-01,A350-ULR,Solo Leisure,Premium Economy,Singapore to Newark,May 2022,5,5,5,3,5,0,5,1,2022,6
singapore-airlines,10,I have no words for the hospitality, India ,2022-11-08,,Family Leisure,Business Class,Sydney to Mumbai via Singapore,November 2022,5,5,5,5,5,5,5,1,2022,11
singapore-airlines,1,denial that it even took place, India ,2022-11-08,,Family Leisure,Economy Class,Sydney to London via Singapore,August 2022,1,1,1,5,3,0,1,0,2022,11
singapore-airlines,2,Last time SA for us, India ,2022-11-05,,Couple Leisure,Economy Class,Bali to Singaporw,November 2022,1,1,1,0,2,0,2,0,2022,11
singapore-airlines,9,Overall a very good flight, India ,2022-11-02,A350 900,Couple Leisure,Business Class,Johannesburg to Singapore,October 2022,5,5,4,3,5,3,4,1,2022,11
singapore-airlines,3,don't provide salt and pepper, India ,2022-10-31,A350-900,Couple Leisure,Economy Class,Cape Town to Manila via Singapore,October 2022,3,3,2,3,3,2,2,0,2022,10
singapore-airlines,7,I was not offered a drink, India ,2022-10-26,A350 / A380,Solo Leisure,Economy Class,London to Brisbane via Singapore,October 2022,5,2,2,2,1,0,5,1,2022,10
singapore-airlines,1,cancelling our paid seats, India ,2022-10-25,,Family Leisure,Economy Class,London to Singapore,August 2022,4,1,0,4,1,0,1,0,2022,10
singapore-airlines,10,back with their reputation intact, India ,2022-10-20,A380 / A350,Couple Leisure,Business Class,Sydney to Amsterdam via Singapore,September 2022,4,5,5,4,5,4,4,1,2022,10
singapore-airlines,10,Still my favorite airline, India ,2022-10-12,A350-900,Couple Leisure,Economy Class,Istanbul to Melbourne via Singapore,September 2022,5,5,5,5,5,5,4,1,2022,10
singapore-airlines,3,food was terrible, India ,2022-10-05,A350,Couple Leisure,Economy Class,Amsterdam to Brisbane via Singapore,September 2022,2,3,1,1,2,1,1,0,2022,10
singapore-airlines,2,child was running up and down the aisle, Sweden ,2022-05-27,Boeing 737,Couple Leisure,Economy Class,Singapore to Phuket,May 2022,2,2,3,0,5,0,2,0,2022,5
singapore-airlines,7,Lets hope the quality of food and wine improves to how it once was, Sweden ,2022-05-23,A350 A380,Business,Business Class,Brisbane to Munich via Singapore,May 2022,4,5,2,2,4,3,4,1,2022,5
singapore-airlines,10,definitely continue to fly with them, Sweden ,2022-05-22,A350-ULR,Solo Leisure,Business Class,Newark to Singapore,May 2022,5,5,5,2,5,5,5,1,2022,5
singapore-airlines,1,Lots of room for improvement, Sweden ,2022-05-14,A350,Couple Leisure,Economy Class,Singapore to Adelaide,March 2022,3,1,1,3,1,0,1,0,2022,5
singapore-airlines,2,Significant lower services and amenities, Sweden ,2022-05-13,A380,Business,Business Class,Frankfurt to Ho Chi Minh City via Singapore,April 2022,3,3,1,1,4,1,1,0,2022,5
singapore-airlines,3,Singapore Airlines customer review, Sweden ,2022-05-11,,Couple Leisure,Premium Economy,Auckland to Delhi,April 2022,1,3,4,3,3,2,1,1,2022,5
singapore-airlines,1,requests were pending for both flights, Sweden ,2022-05-09,,Couple Leisure,Economy Class,Singapore to London,May 2022,3,1,1,0,4,0,1,0,2022,5
singapore-airlines,1,A350 seats are thin and hard, Sweden ,2022-05-08,A350,Solo Leisure,Economy Class,Sydney to Singapore,April 2022,1,5,1,3,1,3,1,0,2022,5
singapore-airlines,2,asked for a refund/compensation, Sweden ,2022-05-04,,Couple Leisure,Economy Class,London to Auckland via Singapore,April 2022,2,2,1,3,1,1,1,0,2022,5
singapore-airlines,6,service has been going down and prices going up, Sweden ,2022-05-04,Boeing 777-300ER,Solo Leisure,Business Class,Paris to Phnom Penh via Singapore ,April 2022,5,4,4,4,3,5,1,0,2022,5
singapore-airlines,9,the experience was amazing, United Kingdom ,2022-04-29,A380,Solo Leisure,Economy Class,London to Manila via Singapore,March 2022,4,5,4,5,4,3,5,1,2022,4
singapore-airlines,1,refuses to refund my ticket, United Kingdom ,2022-04-29,,Solo Leisure,Economy Class,Singapore to Zürich,January 2022,0,0,0,0,0,0,1,0,2022,4
singapore-airlines,6,I feel the standards are dropping, United Kingdom ,2022-04-28,Boeing 777 300 ER,Couple Leisure,Business Class,Kuala Lumpur to London via Singapore,April 2022,4,3,4,3,3,3,3,1,2022,4
singapore-airlines,1,waiting for check-in for over 2 hours, United Kingdom ,2022-04-23,A350,Solo Leisure,Premium Economy,New York to Ho Chi Minh City via Singapore,March 2022,1,1,1,0,1,0,1,0,2022,4
singapore-airlines,1,Very average service, United Kingdom ,2022-04-19,A380,Couple Leisure,Economy Class,London to Manila via Singapore,April 2022,3,5,2,3,3,3,1,0,2022,4
singapore-airlines,1,service has been downgrade, United Kingdom ,2022-04-18,A350,Business,Business Class,Newark to Singapore,April 2022,3,1,2,0,1,0,1,0,2022,4
singapore-airlines,1,Singapore Airlines only allow 30 kgs total, United Kingdom ,2022-04-08,,Business,Economy Class,Paris to Singapore,April 2022,0,0,0,0,1,0,1,0,2022,4
singapore-airlines,8,unreasonable pricing policy changes, United Kingdom ,2022-04-07,,Solo Leisure,Economy Class,Amsterdam to Singapore,February 2022,4,5,5,5,1,5,3,1,2022,4
singapore-airlines,1,Service was all over the place, United Kingdom ,2022-04-06,A350,Couple Leisure,Economy Class,Melbourne to Singapore,April 2022,1,1,1,3,2,3,2,0,2022,4
singapore-airlines,1,Impossible to change my booking online, United Kingdom ,2022-04-06,,Solo Leisure,Economy Class,Paris to Phuket via Singapore,March 2022,3,5,5,5,4,5,3,0,2022,4
singapore-airlines,3,seats are a step back in quality, Australia ,2022-01-14,A350,Couple Leisure,Economy Class,Melbourne to Manchester via Singapore,January 2022,1,4,2,4,3,1,2,0,2022,1
singapore-airlines,3,Only 1 meal was served on the flight, Australia ,2022-01-12,,Family Leisure,Business Class,Singapore to Sydney,December 2021,4,3,1,4,4,4,2,1,2022,1
singapore-airlines,4,the food was an utter disaster, Australia ,2021-12-30,A350,Family Leisure,Business Class,Dubai to Singapore,December 2021,4,3,1,4,1,5,2,0,2021,12
singapore-airlines,4,really disappointed with the meals, Australia ,2021-12-28,A380-800,Couple Leisure,Economy Class,Sydney to Singapore,December 2021,5,4,1,4,3,5,2,0,2021,12
singapore-airlines,2,needs to treat it's customers with respect, Australia ,2021-12-24,,Couple Leisure,Economy Class,London to Singapore,November 2021,0,0,0,0,0,0,1,0,2021,12
singapore-airlines,9,kind to refund me fully, Australia ,2021-12-22,,Solo Leisure,Business Class,Hong Kong to Singapore,December 2021,0,0,0,0,0,0,5,1,2021,12
singapore-airlines,2,flights themselves were rather unremarkable, Australia ,2021-12-22,A350 / Boeing 777ER,Solo Leisure,Business Class,Bangkok to Frankfurt via Singapore,December 2021,3,4,3,3,4,3,4,0,2021,12
singapore-airlines,10,It is still a great way to fly, Australia ,2021-12-17,Boeing 777-300 ER,Solo Leisure,Business Class,Singapore to Frankfurt,December 2021,5,5,5,5,5,5,5,1,2021,12
singapore-airlines,5,poor design of business class, Australia ,2021-12-03,,Solo Leisure,Business Class,New York to Jakarta via Singapore,December 2021,1,3,3,3,2,3,3,0,2021,12
singapore-airlines,10,Can't wait to fly Business Class again, Australia ,2021-12-01,Boeing 777-300ER,Solo Leisure,Business Class,New York JFK to Frankfurt,November 2021,5,5,5,1,5,5,5,1,2021,12
singapore-airlines,10,"very kind, helpful and caring", United Kingdom ,2022-04-05,A380,Solo Leisure,Economy Class,Sydney to Singapore,April 2022,5,5,5,5,5,5,5,1,2022,4
singapore-airlines,9,We totally enjoy the flight, United Kingdom ,2022-04-02,A350ULR,Couple Leisure,Business Class,Singapore to San Francisco,March 2022,5,4,4,4,5,4,5,1,2022,4
singapore-airlines,7,a very friendly service, United Kingdom ,2022-03-26,"A350, Boeing 777, A380",Couple Leisure,Economy Class,Manchester to Sydney via Singapore,March 2022,4,4,2,5,4,0,5,1,2022,3
singapore-airlines,6,too many business class seats, United Kingdom ,2022-03-20,A350 / A380,Business,Business Class,Melbourne to London via Singapore,March 2022,2,3,2,0,2,0,4,0,2022,3
singapore-airlines,2,no inflight entertainment or even music, United Kingdom ,2022-03-12,Boeing 737-800,Solo Leisure,Economy Class,Singapore to Male,March 2022,3,1,1,1,5,1,1,0,2022,3
singapore-airlines,9,Meal was excellent by any standard, United Kingdom ,2022-03-10,A359,Family Leisure,Business Class,Munich to Singapore,March 2022,4,5,5,4,5,0,4,1,2022,3
singapore-airlines,6,happy with a Continental breakfast, United Kingdom ,2022-02-24,A350,Solo Leisure,Economy Class,Singapore to Melbourne,February 2022,4,4,1,3,1,3,4,1,2022,2
singapore-airlines,3,No salad or cheese, United Kingdom ,2022-02-08,A350-900,Couple Leisure,Economy Class,Colombo to Sydney via Singapore,January 2022,3,3,1,3,4,0,1,0,2022,2
singapore-airlines,1,trying to get in touch with Singapore Airlines, United Kingdom ,2022-01-25,,Family Leisure,Economy Class,Manchester to Bangkok via Singapore,December 2021,0,0,0,0,0,0,1,0,2022,1
singapore-airlines,3,all they would refund were the taxes, United Kingdom ,2022-01-18,,Couple Leisure,Economy Class,San Francisco to Bangkok via Singapore,November 2021,2,4,3,3,1,0,1,0,2022,1
singapore-airlines,1,they made us occupy all 3 seats, Philippines ,2020-10-12,A350-900,Couple Leisure,Economy Class,Melbourne to Manila via Singapore,September 2020,1,1,3,0,3,0,1,0,2020,10
singapore-airlines,8,"Overall, I was pleased", Philippines ,2020-09-24,,Solo Leisure,Economy Class,Singapore to Hong Kong,January 2020,4,3,4,4,5,0,4,1,2020,9
singapore-airlines,2,buy a new and very expensive ticket, Philippines ,2020-09-01,A350,Solo Leisure,Economy Class,Singapore to Zürich,August 2020,1,2,0,0,1,0,1,0,2020,9
singapore-airlines,4,requested for a reinstatement of my ticket, Philippines ,2020-08-21,Boeing 777-300ER,Solo Leisure,First Class,Bangkok to Los Angeles,November 2019,0,0,0,0,0,0,4,0,2020,8
singapore-airlines,10,wanted to thank Singapore Airlines, Philippines ,2020-08-15,A350,Couple Leisure,Business Class,Perth to Moscow via Singapore,August 2020,0,0,0,0,0,0,5,1,2020,8
singapore-airlines,1,airline is ignoring requests, Philippines ,2020-07-05,,Couple Leisure,Economy Class,Sao Paulo to Dublin via Munich,December 2019,0,0,0,0,0,0,1,0,2020,7
singapore-airlines,1,agreed to process a refund, Philippines ,2020-06-29,A350,Solo Leisure,Economy Class,Manchester to Houston,May 2020,0,0,0,0,0,0,1,0,2020,6
singapore-airlines,9,enjoyed this midnight flight, Philippines ,2020-06-11,Boeing 787-10,Solo Leisure,Economy Class,Osaka Kansai to Singapore,March 2020,5,4,5,5,5,0,5,1,2020,6
singapore-airlines,8,I enjoyed their Boeing 787, Philippines ,2020-06-10,Boeing 787 / A380,Solo Leisure,Economy Class,Bali Denpasar to Tokyo Narita via Singapore,March 2020,5,4,4,5,5,0,5,1,2020,6
singapore-airlines,8,the flight was very pleasant, Philippines ,2020-05-29,Boeing 787-10,Family Leisure,Economy Class,Singapore to Taipei,December 2019,4,5,1,5,4,0,4,1,2020,5
singapore-airlines,1,I cancelled my flight, Australia ,2020-05-18,,Couple Leisure,Economy Class,Amsterdam to Sydney via Singapore,March 2020,0,0,0,0,0,0,1,0,2020,5
singapore-airlines,3,told again and again to wait, Australia ,2020-04-25,,Solo Leisure,Economy Class,Singapore to Nagoya,May 2019,0,0,0,0,0,0,3,0,2020,4
singapore-airlines,1,does not give you full refunds, Australia ,2020-04-04,,Solo Leisure,Economy Class,Osaka to Bangkok via Singapore ,March 2020,0,0,0,0,0,0,1,0,2020,4
singapore-airlines,1,there was a fare difference, Australia ,2020-04-03,,Solo Leisure,Economy Class,Da Nang to Perth via Singapore,March 2020,3,3,1,4,4,0,1,0,2020,4
singapore-airlines,1,justify charging customers, Australia ,2020-04-02,A350,Family Leisure,Economy Class,Penang to Manchester via Singapore,March 2020,4,3,4,3,5,0,1,0,2020,4
singapore-airlines,10,I recommend Singapore Airlines, Australia ,2020-03-31,,Family Leisure,Economy Class,Manila to Kuala Lumpur via Singapore,June 2019,5,5,5,5,4,5,3,1,2020,3
singapore-airlines,1,just want a refund, Australia ,2020-03-29,,Couple Leisure,Economy Class,Melbourne to Koh Samui via Singapore,March 2020,0,0,0,0,0,0,1,0,2020,3
singapore-airlines,1,I never expected such behavior from SQ, Australia ,2020-03-29,Boeing 777,Business,Business Class,Bangkok to Frankfurt,November 2019,4,4,0,0,1,0,1,0,2020,3
singapore-airlines,9,crew were friendly and efficient, Australia ,2020-03-26,Boeing 777 300ER,Couple Leisure,Premium Economy,Melbourne to Singapore,March 2020,5,5,2,5,4,0,3,1,2020,3
singapore-airlines,10,A big thank you, Australia ,2020-03-23,Boeing 777-300ER,Business,Economy Class,Jakarta to Singapore,March 2020,4,5,3,3,5,3,3,0,2020,3
singapore-airlines,9,cabin staff were fantastic, United Kingdom ,2020-03-23,,Couple Leisure,Economy Class,Auckland to Zurich via Singapore,March 2020,4,5,4,4,4,4,4,1,2020,3
singapore-airlines,9,an excellent experience, United Kingdom ,2020-03-23,A350 /  Boeing 777,Solo Leisure,Business Class,Tokyo Haneda to Melbourne via Singapore,March 2020,5,5,5,0,5,0,4,1,2020,3
singapore-airlines,1,tried to call many times, United Kingdom ,2020-03-18,,Solo Leisure,Economy Class,Singapore to New York,January 2020,3,5,5,5,1,0,2,0,2020,3
singapore-airlines,1,cannot reach a ticketing agent, United Kingdom ,2020-03-18,,Family Leisure,Economy Class,Zurich to Melbourne via Singapore,March 2020,0,0,0,0,0,0,5,0,2020,3
singapore-airlines,1,have not allowed refund, United Kingdom ,2020-03-12,,Business,Economy Class,Adelaide to Singapore,April 2019,0,0,0,0,0,0,1,0,2020,3
singapore-airlines,9,cabin crew is nice, United Kingdom ,2020-03-07,Boeing 777-200 / A320-200,Family Leisure,Economy Class,Bangkok to Makassar via Singapore,February 2020,4,5,4,4,5,0,5,1,2020,3
singapore-airlines,8,in-flight meal taste great, United Kingdom ,2020-03-07,A320-200 / A350-900,Family Leisure,Economy Class,Makassar to Bangkok via Singapore,February 2020,5,5,4,4,5,0,5,1,2020,3
